"Column 0: 8.3252, Column 1: 41.0, Column 2: 6.984126984126984, Column 3: 1.0238095238095237, Column 4: 322.0, Column 5: 2.5555555555555554, Column 6: 37.88, Column 7: -122.23, Column 8: 4.526 "
"Column 0: 3.4609, Column 1: 14.0, Column 2: 8.62530413625304, Column 3: 1.7080291970802919, Column 4: 946.0, Column 5: 2.3017031630170317, Column 6: 38.48, Column 7: -120.56, Column 8: 1.209 "
"Column 0: 3.0, Column 1: 13.0, Column 2: 6.317596566523605, Column 3: 1.1974248927038627, Column 4: 1091.0, Column 5: 2.3412017167381975, Column 6: 38.45, Column 7: -120.59, Column 8: 1.19 "
"Column 0: 3.2031, Column 1: 16.0, Column 2: 7.972375690607735, Column 3: 1.3756906077348066, Column 4: 435.0, Column 5: 2.403314917127072, Column 6: 38.46, Column 7: -120.55, Column 8: 1.292 "
"Column 0: 2.5208, Column 1: 17.0, Column 2: 6.396067415730337, Column 3: 1.3314606741573034, Column 4: 767.0, Column 5: 2.154494382022472, Column 6: 38.45, Column 7: -120.55, Column 8: 0.991 "
"Column 0: 2.3549, Column 1: 18.0, Column 2: 5.646209386281589, Column 3: 1.288808664259928, Column 4: 618.0, Column 5: 2.2310469314079424, Column 6: 38.43, Column 7: -120.55, Column 8: 1.089 "
"Column 0: 3.0125, Column 1: 15.0, Column 2: 10.168591224018476, Column 3: 2.0577367205542725, Column 4: 1103.0, Column 5: 2.5473441108545036, Column 6: 38.55, Column 7: -120.25, Column 8: 1.117 "
"Column 0: 2.05, Column 1: 34.0, Column 2: 6.0588235294117645, Column 3: 1.358288770053476, Column 4: 495.0, Column 5: 2.6470588235294117, Column 6: 38.54, Column 7: -120.79, Column 8: 0.689 "
"Column 0: 3.125, Column 1: 23.0, Column 2: 6.375796178343949, Column 3: 1.2420382165605095, Column 4: 369.0, Column 5: 2.3503184713375798, Column 6: 38.51, Column 7: -120.8, Column 8: 0.964 "
"Column 0: 2.65, Column 1: 10.0, Column 2: 6.805343511450381, Column 3: 1.286259541984733, Column 4: 638.0, Column 5: 2.435114503816794, Column 6: 38.5, Column 7: -120.65, Column 8: 1.167 "
"Column 0: 3.5, Column 1: 17.0, Column 2: 6.3375, Column 3: 1.2875, Column 4: 607.0, Column 5: 2.529166666666667, Column 6: 38.47, Column 7: -120.76, Column 8: 1.238 "
"Column 0: 2.5476, Column 1: 25.0, Column 2: 4.770833333333333, Column 3: 1.03125, Column 4: 657.0, Column 5: 2.28125, Column 6: 38.45, Column 7: -120.88, Column 8: 0.979 "
"Column 0: 3.9107, Column 1: 40.0, Column 2: 6.5, Column 3: 1.1495327102803738, Column 4: 546.0, Column 5: 2.5514018691588785, Column 6: 38.43, Column 7: -120.79, Column 8: 1.298 "
"Column 0: 4.2917, Column 1: 13.0, Column 2: 6.4605263157894735, Column 3: 1.162280701754386, Column 4: 597.0, Column 5: 2.6184210526315788, Column 6: 38.44, Column 7: -120.69, Column 8: 1.213 "
"Column 0: 3.3393, Column 1: 15.0, Column 2: 5.777777777777778, Column 3: 1.0833333333333333, Column 4: 529.0, Column 5: 2.449074074074074, Column 6: 38.5, Column 7: -120.93, Column 8: 1.072 "
"Column 0: 4.3029, Column 1: 16.0, Column 2: 6.090592334494773, Column 3: 1.1219512195121952, Column 4: 4930.0, Column 5: 17.177700348432055, Column 6: 38.42, Column 7: -120.97, Column 8: 1.219 "
"Column 0: 2.8125, Column 1: 28.0, Column 2: 5.7277936962750715, Column 3: 1.0959885386819483, Column 4: 1614.0, Column 5: 2.312320916905444, Column 6: 38.37, Column 7: -120.87, Column 8: 1.134 "
"Column 0: 3.5508, Column 1: 27.0, Column 2: 5.785, Column 3: 1.0883333333333334, Column 4: 1793.0, Column 5: 2.9883333333333333, Column 6: 38.34, Column 7: -120.98, Column 8: 0.991 "
"Column 0: 3.2589, Column 1: 18.0, Column 2: 6.372146118721461, Column 3: 1.1232876712328768, Column 4: 1187.0, Column 5: 2.7100456621004567, Column 6: 38.32, Column 7: -120.88, Column 8: 1.03 "
"Column 0: 3.2937, Column 1: 13.0, Column 2: 6.832786885245902, Column 3: 1.4721311475409835, Column 4: 834.0, Column 5: 2.734426229508197, Column 6: 38.26, Column 7: -120.93, Column 8: 1.142 "
"Column 0: 3.0465, Column 1: 17.0, Column 2: 5.932843651626443, Column 3: 1.1385099685204616, Column 4: 2237.0, Column 5: 2.3473242392444913, Column 6: 38.42, Column 7: -120.72, Column 8: 1.441 "
"Column 0: 2.3125, Column 1: 15.0, Column 2: 5.681022880215343, Column 3: 1.098250336473755, Column 4: 1737.0, Column 5: 2.3378196500672948, Column 6: 38.38, Column 7: -120.77, Column 8: 1.286 "
"Column 0: 2.525, Column 1: 9.0, Column 2: 5.839869281045751, Column 3: 1.1339869281045751, Column 4: 806.0, Column 5: 2.633986928104575, Column 6: 38.38, Column 7: -120.72, Column 8: 1.572 "
"Column 0: 3.175, Column 1: 18.0, Column 2: 5.6272965879265096, Column 3: 1.1023622047244095, Column 4: 985.0, Column 5: 2.5853018372703414, Column 6: 38.4, Column 7: -120.66, Column 8: 1.185 "
"Column 0: 2.6078, Column 1: 23.0, Column 2: 5.760299625468165, Column 3: 1.142322097378277, Column 4: 730.0, Column 5: 2.7340823970037453, Column 6: 38.42, Column 7: -120.65, Column 8: 1.167 "
"Column 0: 2.7399, Column 1: 15.0, Column 2: 6.218905472636816, Column 3: 1.1459369817578773, Column 4: 1444.0, Column 5: 2.39469320066335, Column 6: 38.39, Column 7: -120.62, Column 8: 1.348 "
"Column 0: 2.7236, Column 1: 19.0, Column 2: 5.77208480565371, Column 3: 1.0848056537102473, Column 4: 1252.0, Column 5: 2.2120141342756185, Column 6: 38.36, Column 7: -120.69, Column 8: 1.099 "
"Column 0: 4.4531, Column 1: 16.0, Column 2: 5.901408450704225, Column 3: 1.0845070422535212, Column 4: 559.0, Column 5: 2.624413145539906, Column 6: 38.34, Column 7: -120.71, Column 8: 1.443 "
"Column 0: 3.2135, Column 1: 37.0, Column 2: 5.541322314049586, Column 3: 1.0578512396694215, Column 4: 533.0, Column 5: 2.2024793388429753, Column 6: 38.31, Column 7: -120.8, Column 8: 1.236 "
"Column 0: 3.1142, Column 1: 12.0, Column 2: 5.5385915492957745, Column 3: 1.0822535211267605, Column 4: 4644.0, Column 5: 2.616338028169014, Column 6: 39.76, Column 7: -121.83, Column 8: 1.126 "
"Column 0: 3.0068, Column 1: 23.0, Column 2: 5.230635335073977, Column 3: 0.9712793733681462, Column 4: 2710.0, Column 5: 2.3585726718885986, Column 6: 39.76, Column 7: -121.82, Column 8: 1.073 "
"Column 0: 3.0905, Column 1: 12.0, Column 2: 5.122489959839357, Column 3: 1.0562248995983936, Column 4: 3628.0, Column 5: 2.428380187416332, Column 6: 39.78, Column 7: -121.86, Column 8: 1.178 "
"Column 0: 1.9362, Column 1: 17.0, Column 2: 4.397831526271894, Column 3: 0.981651376146789, Column 4: 2446.0, Column 5: 2.0400333611342787, Column 6: 39.77, Column 7: -121.85, Column 8: 0.899 "
"Column 0: 2.3155, Column 1: 14.0, Column 2: 4.29014598540146, Column 3: 1.1313868613138687, Column 4: 1215.0, Column 5: 2.2171532846715327, Column 6: 39.76, Column 7: -121.84, Column 8: 1.023 "
"Column 0: 2.0094, Column 1: 19.0, Column 2: 4.351529694061187, Column 3: 1.0707858428314336, Column 4: 4030.0, Column 5: 2.4175164967006597, Column 6: 39.76, Column 7: -121.86, Column 8: 0.873 "
"Column 0: 3.07, Column 1: 15.0, Column 2: 5.385624344176286, Column 3: 0.9758656873032528, Column 4: 4591.0, Column 5: 2.408709338929696, Column 6: 39.76, Column 7: -121.89, Column 8: 1.426 "
"Column 0: 1.6785, Column 1: 12.0, Column 2: 4.485285101164929, Column 3: 1.011036174126303, Column 4: 7517.0, Column 5: 2.304414469650521, Column 6: 39.74, Column 7: -121.88, Column 8: 1.531 "
"Column 0: 3.6625, Column 1: 22.0, Column 2: 5.747474747474747, Column 3: 0.9966329966329966, Column 4: 822.0, Column 5: 2.7676767676767677, Column 6: 39.75, Column 7: -121.87, Column 8: 1.266 "
"Column 0: 3.5046, Column 1: 18.0, Column 2: 5.63481228668942, Column 3: 1.0546075085324231, Column 4: 856.0, Column 5: 2.9215017064846416, Column 6: 39.75, Column 7: -121.86, Column 8: 1.183 "
"Column 0: 3.9, Column 1: 7.0, Column 2: 6.554716981132075, Column 3: 1.0943396226415094, Column 4: 747.0, Column 5: 2.818867924528302, Column 6: 39.74, Column 7: -121.87, Column 8: 1.47 "
"Column 0: 1.8095, Column 1: 39.0, Column 2: 4.403100775193798, Column 3: 0.9844961240310077, Column 4: 267.0, Column 5: 2.0697674418604652, Column 6: 39.75, Column 7: -121.85, Column 8: 0.781 "
"Column 0: 2.2833, Column 1: 39.0, Column 2: 4.3143939393939394, Column 3: 1.003787878787879, Column 4: 623.0, Column 5: 2.359848484848485, Column 6: 39.74, Column 7: -121.85, Column 8: 0.858 "
"Column 0: 1.5633, Column 1: 41.0, Column 2: 4.590189873417722, Column 3: 1.0901898734177216, Column 4: 1426.0, Column 5: 2.2563291139240507, Column 6: 39.74, Column 7: -121.85, Column 8: 0.845 "
"Column 0: 3.4191, Column 1: 52.0, Column 2: 4.530612244897959, Column 3: 0.8163265306122449, Column 4: 1107.0, Column 5: 11.295918367346939, Column 6: 39.73, Column 7: -121.85, Column 8: 1.375 "
"Column 0: 0.9393, Column 1: 17.0, Column 2: 4.518469656992084, Column 3: 1.0910290237467017, Column 4: 2469.0, Column 5: 3.257255936675462, Column 6: 39.73, Column 7: -121.85, Column 8: 0.889 "
"Column 0: 1.1019, Column 1: 13.0, Column 2: 4.456632653061225, Column 3: 1.0752551020408163, Column 4: 1571.0, Column 5: 2.003826530612245, Column 6: 39.74, Column 7: -121.86, Column 8: 1.202 "
"Column 0: 1.7284, Column 1: 29.0, Column 2: 4.362, Column 3: 1.053, Column 4: 2053.0, Column 5: 2.053, Column 6: 39.75, Column 7: -121.84, Column 8: 0.745 "
"Column 0: 2.2621, Column 1: 43.0, Column 2: 5.314285714285714, Column 3: 1.0696428571428571, Column 4: 1181.0, Column 5: 2.1089285714285713, Column 6: 39.74, Column 7: -121.84, Column 8: 0.851 "
"Column 0: 2.575, Column 1: 34.0, Column 2: 5.493265993265993, Column 3: 1.0168350168350169, Column 4: 1290.0, Column 5: 2.1717171717171717, Column 6: 39.74, Column 7: -121.83, Column 8: 1.303 "
"Column 0: 4.3309, Column 1: 28.0, Column 2: 6.820855614973262, Column 3: 1.0106951871657754, Column 4: 1011.0, Column 5: 2.7032085561497325, Column 6: 39.75, Column 7: -121.8, Column 8: 1.252 "
"Column 0: 3.0253, Column 1: 29.0, Column 2: 5.6732600732600735, Column 3: 1.0073260073260073, Column 4: 3316.0, Column 5: 2.429304029304029, Column 6: 39.75, Column 7: -121.82, Column 8: 1.114 "
"Column 0: 3.2016, Column 1: 37.0, Column 2: 5.899736147757256, Column 3: 0.9815303430079155, Column 4: 974.0, Column 5: 2.569920844327177, Column 6: 39.75, Column 7: -121.82, Column 8: 0.97 "
"Column 0: 3.1125, Column 1: 11.0, Column 2: 5.705696202531645, Column 3: 1.071993670886076, Column 4: 3264.0, Column 5: 2.5822784810126582, Column 6: 39.75, Column 7: -121.8, Column 8: 1.226 "
"Column 0: 3.0625, Column 1: 8.0, Column 2: 5.283194057567316, Column 3: 1.1039925719591457, Column 4: 2887.0, Column 5: 2.680594243268338, Column 6: 39.73, Column 7: -121.79, Column 8: 1.163 "
"Column 0: 2.125, Column 1: 8.0, Column 2: 4.827586206896552, Column 3: 0.9655172413793104, Column 4: 84.0, Column 5: 2.896551724137931, Column 6: 39.71, Column 7: -121.78, Column 8: 1.792 "
"Column 0: 2.2925, Column 1: 44.0, Column 2: 4.669329073482428, Column 3: 1.0527156549520766, Column 4: 1371.0, Column 5: 2.1900958466453675, Column 6: 39.73, Column 7: -121.82, Column 8: 0.858 "
"Column 0: 1.6797, Column 1: 52.0, Column 2: 4.396103896103896, Column 3: 0.987012987012987, Column 4: 379.0, Column 5: 2.461038961038961, Column 6: 39.73, Column 7: -121.84, Column 8: 0.948 "
"Column 0: 1.5481, Column 1: 52.0, Column 2: 5.02, Column 3: 1.0, Column 4: 311.0, Column 5: 3.11, Column 6: 39.73, Column 7: -121.84, Column 8: 2.0 "
"Column 0: 0.987, Column 1: 52.0, Column 2: 4.328282828282828, Column 3: 1.1717171717171717, Column 4: 520.0, Column 5: 2.6262626262626263, Column 6: 39.73, Column 7: -121.84, Column 8: 1.125 "
"Column 0: 0.9566, Column 1: 52.0, Column 2: 4.260233918128655, Column 3: 1.1374269005847952, Column 4: 802.0, Column 5: 2.345029239766082, Column 6: 39.72, Column 7: -121.84, Column 8: 0.69 "
"Column 0: 1.3672, Column 1: 52.0, Column 2: 4.291479820627803, Column 3: 1.1793721973094171, Column 4: 513.0, Column 5: 2.3004484304932737, Column 6: 39.73, Column 7: -121.84, Column 8: 0.55 "
"Column 0: 2.0064, Column 1: 52.0, Column 2: 4.618037135278515, Column 3: 1.063660477453581, Column 4: 753.0, Column 5: 1.9973474801061009, Column 6: 39.73, Column 7: -121.83, Column 8: 0.779 "
"Column 0: 1.6911, Column 1: 18.0, Column 2: 4.771653543307087, Column 3: 1.022965879265092, Column 4: 5022.0, Column 5: 3.295275590551181, Column 6: 39.72, Column 7: -121.85, Column 8: 0.988 "
"Column 0: 1.6827, Column 1: 52.0, Column 2: 4.934725848563969, Column 3: 1.0966057441253263, Column 4: 974.0, Column 5: 2.5430809399477807, Column 6: 39.72, Column 7: -121.83, Column 8: 0.787 "
"Column 0: 1.5863, Column 1: 21.0, Column 2: 5.154081632653061, Column 3: 1.0755102040816327, Column 4: 2948.0, Column 5: 3.0081632653061225, Column 6: 39.7, Column 7: -121.81, Column 8: 0.813 "
"Column 0: 1.7426, Column 1: 33.0, Column 2: 4.993318485523385, Column 3: 1.1514476614699332, Column 4: 1160.0, Column 5: 2.5835189309576836, Column 6: 39.73, Column 7: -121.82, Column 8: 0.603 "
"Column 0: 1.5064, Column 1: 42.0, Column 2: 4.3858615611192935, Column 3: 1.0220913107511045, Column 4: 1879.0, Column 5: 2.767304860088365, Column 6: 39.72, Column 7: -121.82, Column 8: 0.663 "
"Column 0: 2.0288, Column 1: 18.0, Column 2: 4.3487544483985765, Column 3: 0.8896797153024911, Column 4: 708.0, Column 5: 2.5195729537366547, Column 6: 39.71, Column 7: -121.81, Column 8: 1.167 "
"Column 0: 4.5032, Column 1: 11.0, Column 2: 6.3, Column 3: 1.0185185185185186, Column 4: 2456.0, Column 5: 3.0320987654320986, Column 6: 39.82, Column 7: -121.87, Column 8: 1.597 "
"Column 0: 3.7007, Column 1: 26.0, Column 2: 6.272311212814645, Column 3: 1.032036613272311, Column 4: 1217.0, Column 5: 2.7848970251716247, Column 6: 39.71, Column 7: -121.89, Column 8: 1.392 "
"Column 0: 3.5735, Column 1: 16.0, Column 2: 5.080419580419581, Column 3: 1.0454545454545454, Column 4: 904.0, Column 5: 3.160839160839161, Column 6: 39.79, Column 7: -121.97, Column 8: 0.896 "
"Column 0: 3.5375, Column 1: 38.0, Column 2: 5.840425531914893, Column 3: 1.1170212765957446, Column 4: 275.0, Column 5: 2.925531914893617, Column 6: 39.68, Column 7: -121.84, Column 8: 1.531 "
"Column 0: 2.8306, Column 1: 25.0, Column 2: 5.464019851116626, Column 3: 1.0471464019851116, Column 4: 1109.0, Column 5: 2.7518610421836227, Column 6: 39.64, Column 7: -121.8, Column 8: 0.875 "
"Column 0: 4.712, Column 1: 20.0, Column 2: 6.265, Column 3: 1.015, Column 4: 1705.0, Column 5: 2.841666666666667, Column 6: 39.66, Column 7: -121.77, Column 8: 1.586 "
"Column 0: 2.3833, Column 1: 24.0, Column 2: 5.643382352941177, Column 3: 1.025735294117647, Column 4: 726.0, Column 5: 2.6691176470588234, Column 6: 39.59, Column 7: -121.74, Column 8: 0.951 "
"Column 0: 3.0625, Column 1: 20.0, Column 2: 5.86, Column 3: 1.112, Column 4: 745.0, Column 5: 2.98, Column 6: 39.59, Column 7: -121.9, Column 8: 0.938 "
"Column 0: 2.7143, Column 1: 16.0, Column 2: 6.385300668151448, Column 3: 1.244988864142539, Column 4: 1203.0, Column 5: 2.6792873051224944, Column 6: 39.88, Column 7: -121.75, Column 8: 0.953 "
"Column 0: 3.5189, Column 1: 15.0, Column 2: 5.489010989010989, Column 3: 1.0274725274725274, Column 4: 1786.0, Column 5: 2.4532967032967035, Column 6: 39.82, Column 7: -121.68, Column 8: 1.413 "
"Column 0: 2.4028, Column 1: 17.0, Column 2: 31.77777777777778, Column 3: 9.703703703703704, Column 4: 47.0, Column 5: 1.7407407407407407, Column 6: 40.06, Column 7: -121.54, Column 8: 0.675 "
"Column 0: 2.3036, Column 1: 22.0, Column 2: 6.246808510638298, Column 3: 1.2127659574468086, Column 4: 611.0, Column 5: 2.6, Column 6: 39.97, Column 7: -121.51, Column 8: 0.73 "
"Column 0: 2.8657, Column 1: 14.0, Column 2: 5.850574712643678, Column 3: 1.0306513409961686, Column 4: 665.0, Column 5: 2.5478927203065136, Column 6: 39.86, Column 7: -121.59, Column 8: 1.196 "
"Column 0: 2.2419, Column 1: 16.0, Column 2: 5.653940886699507, Column 3: 1.1133004926108374, Column 4: 1904.0, Column 5: 2.3448275862068964, Column 6: 39.83, Column 7: -121.58, Column 8: 0.932 "
"Column 0: 2.4537, Column 1: 10.0, Column 2: 5.583333333333333, Column 3: 0.9839743589743589, Column 4: 721.0, Column 5: 2.3108974358974357, Column 6: 39.8, Column 7: -121.6, Column 8: 1.179 "
"Column 0: 2.5374, Column 1: 11.0, Column 2: 5.828267477203648, Column 3: 1.1048632218844985, Column 4: 1456.0, Column 5: 2.2127659574468086, Column 6: 39.79, Column 7: -121.62, Column 8: 0.972 "
"Column 0: 2.3507, Column 1: 12.0, Column 2: 5.531073446327683, Column 3: 1.0423728813559323, Column 4: 875.0, Column 5: 2.4717514124293785, Column 6: 39.82, Column 7: -121.59, Column 8: 0.976 "
"Column 0: 2.3079, Column 1: 12.0, Column 2: 5.672727272727273, Column 3: 1.059090909090909, Column 4: 1532.0, Column 5: 2.3212121212121213, Column 6: 39.83, Column 7: -121.6, Column 8: 0.953 "
"Column 0: 2.6147, Column 1: 11.0, Column 2: 6.26813880126183, Column 3: 1.1466876971608833, Column 4: 1610.0, Column 5: 2.5394321766561516, Column 6: 39.82, Column 7: -121.63, Column 8: 1.077 "
"Column 0: 2.567, Column 1: 18.0, Column 2: 5.022556390977444, Column 3: 1.0018796992481203, Column 4: 1151.0, Column 5: 2.1635338345864663, Column 6: 39.79, Column 7: -121.6, Column 8: 1.029 "
"Column 0: 1.625, Column 1: 20.0, Column 2: 4.4226190476190474, Column 3: 1.0178571428571428, Column 4: 395.0, Column 5: 2.3511904761904763, Column 6: 39.79, Column 7: -121.59, Column 8: 0.883 "
"Column 0: 1.4048, Column 1: 16.0, Column 2: 5.071823204419889, Column 3: 1.0497237569060773, Column 4: 1063.0, Column 5: 1.9576427255985267, Column 6: 39.78, Column 7: -121.59, Column 8: 0.865 "
"Column 0: 2.1838, Column 1: 18.0, Column 2: 4.565217391304348, Column 3: 0.9903381642512077, Column 4: 385.0, Column 5: 1.8599033816425121, Column 6: 39.78, Column 7: -121.59, Column 8: 0.58 "
"Column 0: 1.875, Column 1: 26.0, Column 2: 5.077702702702703, Column 3: 1.1587837837837838, Column 4: 699.0, Column 5: 2.3614864864864864, Column 6: 39.77, Column 7: -121.6, Column 8: 0.84 "
"Column 0: 2.963, Column 1: 25.0, Column 2: 5.32013201320132, Column 3: 1.033003300330033, Column 4: 837.0, Column 5: 2.762376237623762, Column 6: 39.77, Column 7: -121.61, Column 8: 0.895 "
"Column 0: 2.6823, Column 1: 28.0, Column 2: 5.427184466019417, Column 3: 1.058252427184466, Column 4: 770.0, Column 5: 2.4919093851132685, Column 6: 39.78, Column 7: -121.63, Column 8: 0.934 "
"Column 0: 2.1912, Column 1: 23.0, Column 2: 5.197368421052632, Column 3: 0.9013157894736842, Column 4: 365.0, Column 5: 2.401315789473684, Column 6: 39.8, Column 7: -121.57, Column 8: 1.152 "
"Column 0: 2.0458, Column 1: 18.0, Column 2: 5.047727272727273, Column 3: 1.0431818181818182, Column 4: 952.0, Column 5: 2.1636363636363636, Column 6: 39.78, Column 7: -121.57, Column 8: 1.057 "
"Column 0: 2.3068, Column 1: 24.0, Column 2: 5.622710622710622, Column 3: 1.010989010989011, Column 4: 664.0, Column 5: 2.432234432234432, Column 6: 39.77, Column 7: -121.59, Column 8: 0.973 "
"Column 0: 2.7863, Column 1: 19.0, Column 2: 5.668817204301075, Column 3: 1.124731182795699, Column 4: 1184.0, Column 5: 2.546236559139785, Column 6: 39.79, Column 7: -121.58, Column 8: 1.086 "
"Column 0: 2.0882, Column 1: 20.0, Column 2: 5.9655172413793105, Column 3: 1.1077586206896552, Column 4: 557.0, Column 5: 2.4008620689655173, Column 6: 39.76, Column 7: -121.57, Column 8: 1.049 "
"Column 0: 3.1061, Column 1: 19.0, Column 2: 5.490066225165563, Column 3: 1.0706401766004414, Column 4: 1110.0, Column 5: 2.4503311258278146, Column 6: 39.76, Column 7: -121.58, Column 8: 1.102 "
"Column 0: 1.7875, Column 1: 18.0, Column 2: 5.270440251572327, Column 3: 1.0440251572327044, Column 4: 733.0, Column 5: 2.3050314465408803, Column 6: 39.76, Column 7: -121.58, Column 8: 1.038 "
"Column 0: 2.2, Column 1: 20.0, Column 2: 4.303317535545023, Column 3: 0.976303317535545, Column 4: 481.0, Column 5: 2.279620853080569, Column 6: 39.75, Column 7: -121.59, Column 8: 0.808 "
"Column 0: 2.3403, Column 1: 23.0, Column 2: 4.973626373626374, Column 3: 1.0923076923076922, Column 4: 1138.0, Column 5: 2.501098901098901, Column 6: 39.77, Column 7: -121.6, Column 8: 0.873 "
"Column 0: 1.8245, Column 1: 22.0, Column 2: 4.401079136690647, Column 3: 1.0, Column 4: 1157.0, Column 5: 2.0809352517985613, Column 6: 39.76, Column 7: -121.6, Column 8: 0.855 "
"Column 0: 2.5428, Column 1: 31.0, Column 2: 5.693208430913349, Column 3: 1.199063231850117, Column 4: 1026.0, Column 5: 2.4028103044496487, Column 6: 39.76, Column 7: -121.61, Column 8: 0.85 "
"Column 0: 1.8125, Column 1: 23.0, Column 2: 4.899721448467966, Column 3: 1.0194986072423398, Column 4: 788.0, Column 5: 2.1949860724233985, Column 6: 39.77, Column 7: -121.62, Column 8: 0.935 "
